Temp,Humidity,dB,Hz,Hive
19.82,58.69,39.04,137.38,Control 3
20.23,58.96,39.04,130.83,Control 3
19.73,59.75,39.04,135.5,Control 3
20.18,60.69,39.06,128.71,Control 3
21.87,61.68,39.08,138.67,Control 3
24.06,63.24,39.09,144.59,Control 3
30.02,62.98,39.15,138.36,Control 3
33.67,55.1,39.17,126.3,Control 3
36.45,54.98,39.18,130.13,Control 3
37.95,54.91,39.18,129.18,Control 3
38.65,53.4,39.2,129.52,Control 3
38.05,46.44,39.19,127.54,Control 3
36.73,46.96,39.19,126,Control 3
34.78,47.38,39.19,127.34,Control 3
32.3,49.55,39.18,131.42,Control 3
30.04,52.16,39.16,128.99,Control 3
28.99,54.05,39.16,128.84,Control 3
28.18,55.67,39.15,129.14,Control 3
27.44,56.71,39.15,126.11,Control 3
26.91,58.02,39.13,128.68,Control 3
26.43,59.45,39.14,128.83,Control 3
26.16,61.7,39.12,126.62,Control 3
25.82,63.42,39.12,130.01,Control 3
25.15,63.94,39.13,124.05,Control 3
24.68,64.49,39.13,132.78,Control 3
24.38,63.64,39.1,131.48,Control 3
24.08,63.66,39.1,128.69,Control 3
24.43,65.31,39.11,128.66,Control 3
25.22,67,39.12,126.84,Control 3
27.26,66.42,39.14,124.33,Control 3
30.4,60.22,39.16,130.29,Control 3
34,56.38,39.16,122.57,Control 3
36.74,51.71,39.18,126.6,Control 3
37.48,48.19,39.19,126.56,Control 3
37.16,45.83,39.19,126.87,Control 3
36.8,46.67,39.19,132.45,Control 3
35.76,44.91,39.17,128.97,Control 3
33.98,46.6,39.18,125.47,Control 3
32.14,48.82,39.18,127.28,Control 3
30.73,50.65,39.17,129.11,Control 3
30.24,52.3,39.18,128.51,Control 3
28.28,60.69,39.4,232.83,Control 3
25.51,76.49,39.14,130.94,Control 3
25.31,79.67,39.13,123.47,Control 3
25.39,79.35,39.11,128.19,Control 3
25.09,77.29,39.12,127.12,Control 3
25,74.71,39.11,124.59,Control 3
24.69,74.49,39.12,124.19,Control 3
24.44,73.49,39.11,122.17,Control 3
23.84,72.18,39.1,123.17,Control 3
23.45,71.49,39.11,127.77,Control 3
23.52,71.29,39.11,125.18,Control 3
24.05,71.85,39.1,119.23,Control 3
25.42,72.24,39.13,134.01,Control 3
30.37,71.06,39.15,130.78,Control 3
33.66,68.61,39.17,124.23,Control 3
34.24,67.93,39.18,124.83,Control 3
36.54,64.47,39.19,125.47,Control 3
33.44,62.61,39.18,124.81,Control 3
33.5,63.14,39.17,128.71,Control 3
33.28,59.85,39.18,126.19,Control 3
30.18,61.95,39.36,150,Control 3
28.76,62.74,39.49,113.28,Control 3
27.99,63.02,39.48,121.1,Control 3
27.38,63.28,39.47,144.53,Control 3
26.92,63.39,39.47,NA,Control 3
26.54,63.81,39.48,117.19,Control 3
25.81,64.06,39.47,148.44,Control 3
20.08,62.85,39.45,113.28,Control 3
19.64,63.24,39.47,125,Control 3
19.26,63.85,39.46,160.16,Control 3
19.36,64.68,39.47,121.09,Control 3
19.51,65.27,39.47,121.09,Control 3
19.16,65.57,39.46,140.63,Control 3
18.42,66.03,39.42,115.23,Control 3
18.41,66.85,39.41,122.66,Control 3
19.81,67.53,39.41,119.79,Control 3
20.78,68.56,39.42,118.16,Control 3
24.75,69.52,39.44,125.78,Control 3
29.26,69.53,39.43,126.95,Control 3
32.74,67.45,39.42,139.2,Control 3
32.9,64.96,39.41,140.14,Control 3
32.99,63.33,39.42,134.62,Control 3
30.02,63.02,39.44,121.09,Control 3
27.82,62.71,39.42,132.81,Control 3
26.02,61.99,39.42,123.05,Control 3
24.17,61.87,39.42,134.49,Control 3
22.4,61.57,39.43,119.14,Control 3
20.94,61.54,39.41,130.02,Control 3
20.28,61.85,39.4,119.27,Control 3
19.81,62.15,39.4,119.63,Control 3
19.14,62.57,39.41,116.63,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
24.75,69.52,39.44,125.78,Control 3
29.26,69.53,39.43,126.95,Control 3
32.74,67.45,39.42,139.2,Control 3
32.9,64.96,39.41,140.14,Control 3
32.99,63.33,39.42,134.62,Control 3
30.02,63.02,39.44,121.09,Control 3
27.82,62.71,39.42,132.81,Control 3
26.02,61.99,39.42,123.05,Control 3
24.17,61.87,39.42,134.49,Control 3
22.4,61.57,39.43,119.14,Control 3
20.94,61.54,39.41,130.02,Control 3
20.28,61.85,39.4,119.27,Control 3
19.81,62.15,39.4,119.63,Control 3
19.14,62.57,39.41,116.63,Control 3
18.53,63.06,39.39,130.37,Control 3
18.3,63.77,39.34,128.91,Control 3
18,64.26,39.34,131.98,Control 3
17.37,64.79,39.34,133.11,Control 3
16.7,65.41,39.35,134.98,Control 3
16.12,65.94,39.4,122.83,Control 3
15.62,66.73,39.4,118.86,Control 3
15.43,67.79,39.4,123.05,Control 3
16.63,68.78,39.41,121.1,Control 3
18.74,70.28,39.42,133.59,Control 3
26.34,70.27,39.45,125,Control 3
31.54,69.77,39.43,136.33,Control 3
34.03,69.2,39.42,138.5,Control 3
35.29,67.87,39.41,126.67,Control 3
34.89,61.54,39.42,119.67,Control 3
33.94,59.45,39.42,124.02,Control 3
33.16,60.83,39.42,123.58,Control 3
30.89,58.87,39.42,130.58,Control 3
27.51,58.1,39.41,135.2,Control 3
23.55,58.5,39.41,131.25,Control 3
21.24,57.88,39.39,129.39,Control 3
20.92,58.29,39.39,128.63,Control 3
21.36,58.83,39.38,131.77,Control 3
21.77,59.44,39.38,128.19,Control 3
21.5,59.69,39.39,134.44,Control 3
20.28,60.46,39.39,138.67,Control 3
19.89,60.65,39.38,128.91,Control 3
19.22,60.45,39.39,130.53,Control 3
18.88,61.29,39.39,131.51,Control 3
18.92,61.73,39.39,146.97,Control 3
18.66,62.29,39.39,131.84,Control 3
19.25,62.94,39.39,125.56,Control 3
19.9,63.85,39.41,131.39,Control 3
19.96,64.71,39.41,144.23,Control 3
20.21,65.65,39.42,136.39,Control 3
20.29,66.73,39.41,141.08,Control 3
20.45,67.76,39.41,136.16,Control 3
20.56,68.27,39.41,125.65,Control 3
20.43,68.93,39.42,132.42,Control 3
20.08,69.39,39.41,122.4,Control 3
19.94,69.77,39.41,126.56,Control 3
19.77,69.67,39.42,134.49,Control 3
19.33,69.91,39.42,143.96,Control 3
18.83,70.76,39.43,148.03,Control 3
18.51,71.54,39.44,152.26,Control 3
18.37,72.31,39.47,158.24,Control 3
18.34,73.45,39.44,150.99,Control 3
18.12,74.55,39.44,154.24,Control 3
17.94,75.23,39.45,152.27,Control 3
17.62,75.82,39.44,150.47,Control 3
17.44,76.54,39.42,144.68,Control 3
17.52,77.44,39.45,151.52,Control 3
17.75,78.03,39.41,144.18,Control 3
17.88,78.48,39.41,127.34,Control 3
18,78.87,39.41,127.79,Control 3
18.24,79.24,39.41,134.77,Control 3
18.82,79.21,39.42,122.21,Control 3
19.35,77.47,39.42,134.86,Control 3
18.62,81.05,39.42,140.58,Control 3
18.32,85.98,39.45,157.09,Control 3
18.6,87.22,39.42,173.39,Control 3
20.85,87.22,39.43,126.95,Control 3
20.95,87.4,39.44,244.5,Control 3
22.82,92.14,39.44,124.61,Control 3
24.22,88.68,39.47,NA,Control 3
20.9,90.72,39.55,211.75,Control 3
19.82,91.82,39.46,119.14,Control 3
19.02,91.82,39.46,113.28,Control 3
18.24,91.93,39.45,117.19,Control 3
17.44,91.4,39.45,115.24,Control 3
16.45,92.11,39.45,113.28,Control 3
16.86,91.57,39.44,NA,Control 3
17.2,90.92,39.44,141.06,Control 3
17.32,91.04,39.44,131.51,Control 3
17.19,90.94,39.44,127.34,Control 3
17.45,90.63,39.44,118.16,Control 3
17.48,90.03,39.45,141.93,Control 3
17.1,89.64,39.45,146.66,Control 3
16.78,89.2,39.43,126.3,Control 3
16.66,88.72,39.43,125,Control 3
17.23,87.65,39.44,125.13,Control 3
17.4,88.51,39.46,143.14,Control 3
17.85,90.12,39.45,146.29,Control 3
19.79,90.32,39.43,123.26,Control 3
22.02,88.96,39.46,120.31,Control 3
24.37,86.07,39.47,121.09,Control 3
22.61,83.51,39.47,117.19,Control 3
21.43,83.07,39.46,161.82,Control 3
22.26,82.23,39.35,127.15,Control 3
23.39,71.83,38.99,118.17,Control 3
25.24,68.45,39.03,131.84,Control 3
27.3,62.08,39.05,124.59,Control 3
28.51,57.1,39.04,123.35,Control 3
28.17,58.37,39.02,123.6,Control 3
26.04,59.53,39.04,128.58,Control 3
24.69,59.33,39.02,125.23,Control 3
22.77,61.29,38.98,128.23,Control 3
19.86,62.33,38.95,128.42,Control 3
16.97,62.66,38.91,123.56,Control 3
16.06,63.46,38.88,127.08,Control 3
15.72,63.84,38.9,135.72,Control 3
15.27,64.38,38.88,129.09,Control 3
14.08,65.1,38.86,131.1,Control 3
13.43,66.03,38.84,131.98,Control 3
13.26,66.83,38.84,133.97,Control 3
13.23,67.81,38.86,130.83,Control 3
13.18,68.92,38.82,133.05,Control 3
13.54,69.63,38.83,133.12,Control 3
12.76,70.42,38.83,127.31,Control 3
12.41,71.27,38.86,131.88,Control 3
13.64,72.76,38.86,127.4,Control 3
14.89,73.18,38.9,120.43,Control 3
15.56,75.72,38.91,122.57,Control 3
22.23,74.56,38.98,128.47,Control 3
27.23,72.11,39.01,126.59,Control 3
29.22,67.74,39.03,121.83,Control 3
29.73,66.22,39.05,126.3,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
13.68,63.9,38.84,129.58,Control 3
14.44,65.95,38.86,131.14,Control 3
15.02,68.23,38.86,130.54,Control 3
15.02,69.57,38.86,137,Control 3
14.89,70.06,38.85,133.93,Control 3
14.61,70.28,38.88,126.51,Control 3
14.26,70.96,38.88,125.58,Control 3
14.41,71.01,38.86,127.37,Control 3
15.05,69.21,38.85,127.18,Control 3
16.49,70.55,38.87,121.72,Control 3
22.67,67.51,38.96,127.15,Control 3
27.32,63.63,39.01,129.43,Control 3
30.32,61.79,39.02,122.21,Control 3
32.07,61.16,39.04,123.7,Control 3
32.27,58.36,39.04,130.14,Control 3
31.92,57.86,39.04,130.02,Control 3
30.58,59.13,39.03,131.08,Control 3
27.96,59.42,39.02,122.24,Control 3
24.4,60.34,38.98,125.12,Control 3
21.39,61.08,38.95,129.77,Control 3
20.12,61.19,38.96,127.55,Control 3
19.24,61.48,38.92,131.08,Control 3
18.34,61.67,38.92,124.18,Control 3
17.2,62.08,38.9,126.34,Control 3
16.5,62.63,38.91,132.09,Control 3
16.03,63.31,38.88,133.1,Control 3
15.73,64.06,38.86,131.33,Control 3
15.15,65.1,38.84,127.3,Control 3
15.19,65.94,38.84,134.11,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
22.06,59.05,38.95,120.19,Control 3
24.54,57.97,38.96,131.39,Control 3
27.36,59.77,38.99,124.44,Control 3
29.42,60.57,38.99,120.31,Control 3
30.06,60.16,38.99,127.84,Control 3
29.33,59.54,38.96,124.67,Control 3
27.04,57.42,38.95,127.74,Control 3
24.6,57.33,38.95,123.95,Control 3
20.89,57.48,38.89,134.08,Control 3
16.61,57.89,38.82,124.74,Control 3
15.29,58.81,38.81,129.85,Control 3
14.8,59.45,38.82,133.5,Control 3
15.09,60.4,38.81,129.15,Control 3
14.67,60.89,38.82,130.61,Control 3
14.64,61.05,38.8,129.35,Control 3
14.02,62.18,38.78,131.73,Control 3
13.71,63,38.79,133.44,Control 3
13.11,64.1,38.76,129.75,Control 3
13.38,65.42,38.77,132.67,Control 3
13.37,65.84,38.79,132.12,Control 3
13.24,66.84,38.81,131.47,Control 3
13.58,67.74,38.78,128.47,Control 3
14.49,68.13,38.82,128.6,Control 3
15.46,68.01,38.79,122.59,Control 3
16.53,66.83,38.84,119.71,Control 3
18.56,65.59,38.87,124.61,Control 3
18.59,64.93,38.85,126.02,Control 3
18.03,66.82,38.88,140.23,Control 3
19.25,66.21,38.85,127.42,Control 3
21.33,64.75,38.89,130.86,Control 3
22.37,62.82,38.91,122.94,Control 3
20.8,63.29,38.86,127.47,Control 3
17.72,63.58,38.82,125.22,Control 3
13.79,64.3,38.75,129.4,Control 3
12.05,65.65,38.72,127.72,Control 3
11.38,66.81,38.73,132.11,Control 3
11.06,67.83,38.71,131.22,Control 3
10.63,68.84,38.72,131.3,Control 3
10.34,69.65,38.71,132.13,Control 3
10.14,70.52,38.72,132.29,Control 3
9.87,71.31,38.71,134.63,Control 3
10,72.14,38.69,135.67,Control 3
9.8,72.56,38.7,139.08,Control 3
9.49,73.01,38.7,134.21,Control 3
9.11,73.48,38.74,135.7,Control 3
9.11,74.27,38.72,131.55,Control 3
9.96,75.36,38.74,132.96,Control 3
11.82,75.58,38.74,131.92,Control 3
18.22,74.29,38.84,126.23,Control 3
22.64,70.99,38.91,124.66,Control 3
24.41,64.36,38.94,129.01,Control 3
25.77,65,38.93,129.05,Control 3
27.05,66.35,38.94,122.78,Control 3
26.87,65.75,38.94,128.05,Control 3
25.25,65.8,39.08,134.28,Control 3
22.74,66.15,39.08,138.97,Control 3
18.47,66.07,39.03,132.01,Control 3
14.24,65.88,38.91,130.53,Control 3
12.26,66.74,38.85,131.2,Control 3
11.32,67.68,38.8,130.29,Control 3
10.75,68.52,38.83,132.34,Control 3
10.42,69.53,38.8,134.93,Control 3
10.13,70.69,38.81,132.73,Control 3
9.9,71.81,38.79,134.63,Control 3
10.07,73.1,38.8,135.84,Control 3
10.06,73.69,38.77,137.62,Control 3
9.87,74.48,38.78,135.02,Control 3
9.76,74.84,38.8,134.52,Control 3
9.5,75.44,38.8,135.86,Control 3
9.78,76.18,38.8,136.07,Control 3
11.35,77.57,38.8,128.98,Control 3
13.79,79.19,38.85,129.02,Control 3
19.8,79,38.93,127.51,Control 3
24.25,74.04,38.97,124.18,Control 3
27.16,65.59,39,123.17,Control 3
28.95,62.43,39.01,135.44,Control 3
29.32,57.05,39.03,122.72,Control 3
29.72,59.49,39.04,123.47,Control 3
28.9,63.66,39.05,131.25,Control 3
26.87,66.98,39.04,131.25,Control 3
22.96,67.3,38.99,126.87,Control 3
19.33,67.64,38.96,131.89,Control 3
17.52,68.33,38.91,129.86,Control 3
16.49,68.02,38.9,125.81,Control 3
15.44,68.6,38.88,131.66,Control 3
15.04,68.74,38.87,130.27,Control 3
14.11,69.43,38.86,131.6,Control 3
14.22,70.53,38.85,135.83,Control 3
15.87,71.21,38.89,129,Control 3
16.75,72.31,38.89,135.48,Control 3
16.58,72.44,38.89,132.53,Control 3
16.23,72.88,38.87,126.01,Control 3
16.96,73.5,38.89,126.95,Control 3
17.55,73.8,38.92,138.47,Control 3
18.25,73.93,38.92,122.07,Control 3
18.95,74.26,38.94,124.02,Control 3
20.41,74.04,38.95,130.26,Control 3
21.41,71.98,38.96,128.49,Control 3
23.4,69.6,39,128.91,Control 3
23.31,68.86,39.01,123.77,Control 3
23.17,68.88,38.98,122,Control 3
22.6,71.13,39.01,146.68,Control 3
21.73,73.53,39.01,140.41,Control 3
21.17,74.46,38.98,129,Control 3
20.84,74.75,38.98,125.91,Control 3
20.47,75.17,38.98,129.15,Control 3
20.35,75.59,38.98,127.68,Control 3
20.41,75.86,38.97,132.34,Control 3
20.68,76.09,38.97,136.87,Control 3
20.68,77.17,38.98,127.51,Control 3
20.49,79.25,38.98,127.23,Control 3
20.68,79.6,38.96,129.46,Control 3
21.04,78.84,38.97,124.67,Control 3
21.14,78.77,38.96,132.86,Control 3
21.2,78.33,38.98,129.91,Control 3
21.22,78.68,38.96,130.55,Control 3
21.29,79.47,38.97,125.53,Control 3
21.29,79.26,38.97,123.85,Control 3
22.16,79.51,38.97,128.69,Control 3
22.65,78.53,38.99,119.14,Control 3
23.03,78.66,38.98,119.89,Control 3
24.09,76.88,39.01,125,Control 3
25.24,75.67,39.01,134.41,Control 3
26.94,72.47,39.07,125.89,Control 3
28.14,68.66,39.03,119.67,Control 3
28.8,66.47,39.05,119.53,Control 3
25.6,69.59,39.24,239.27,Control 3
21.18,87.87,39.34,223.35,Control 3
19.87,92.34,39.06,151.63,Control 3
18.46,93.11,39,156.71,Control 3
17.01,94.6,39.01,166.79,Control 3
16.42,95.37,38.96,148.36,Control 3
16.42,96.06,38.97,148.54,Control 3
16.73,95.86,38.91,137.01,Control 3
16.88,96.56,38.89,132.84,Control 3
16.95,98.03,38.96,150.74,Control 3
16.43,99.25,38.95,158.25,Control 3
15.96,99.45,38.97,159.29,Control 3
14.38,95.91,38.89,136.91,Control 3
13.36,94.94,38.89,135.05,Control 3
12.73,94.24,38.87,125.7,Control 3
12.44,92.49,38.87,125.06,Control 3
12.29,91.5,38.85,124.04,Control 3
13.14,90.35,38.86,127.88,Control 3
12.5,92.04,38.87,128.52,Control 3
12.52,94.1,38.85,132.05,Control 3
13.18,92.24,38.87,126.55,Control 3
14.15,87.58,38.87,127.25,Control 3
14.5,85.67,38.89,124.54,Control 3
14.67,82.83,38.91,122.71,Control 3
14.88,85.07,38.99,128.13,Control 3
14.75,87.23,38.96,126.43,Control 3
14.52,86.88,38.95,123.78,Control 3
14.18,84.05,38.91,125.73,Control 3
13.82,83.36,38.94,124.48,Control 3
13.55,82.33,38.95,127.62,Control 3
12.97,81.53,38.94,123.55,Control 3
11.57,83.78,38.9,127.86,Control 3
10.32,85.93,38.9,131.91,Control 3
9.41,86.08,38.88,133.83,Control 3
8.82,86.33,38.89,132.03,Control 3
8.25,86.34,38.84,133.76,Control 3
7.99,86.44,38.83,131.28,Control 3
7.74,86.12,38.84,125.96,Control 3
7.7,85.21,38.86,125.7,Control 3
7.77,85.28,38.86,125.61,Control 3
8.39,83.68,38.88,122.24,Control 3
9.77,82.36,38.87,129.24,Control 3
13.66,82.73,38.92,124.88,Control 3
18.02,89.62,39.01,128.26,Control 3
21.28,88.11,39.05,141.91,Control 3
22.57,78.28,39.35,128.42,Control 3
22.94,73.8,39.36,118.98,Control 3
21.84,72.94,39.34,129.56,Control 3
19.88,69.63,39.33,120.31,Control 3
17.12,69.06,39.33,128.26,Control 3
14.86,70.16,39.3,128.55,Control 3
13.13,69.64,39.28,130.86,Control 3
12.35,68.85,39.32,126.12,Control 3
11.7,66.23,39.33,140.14,Control 3
11.24,67.41,39.34,118.65,Control 3
10.78,70.04,39.34,130.33,Control 3
10.35,68.25,39.31,122.18,Control 3
9.92,69.5,39.29,132.31,Control 3
9.59,71.66,39.26,131.45,Control 3
9.32,73.66,39.26,133.41,Control 3
9.01,74.23,39.29,125,Control 3
8.86,74.55,39.3,126.04,Control 3
8.63,75.76,39.3,124.48,Control 3
8.49,77.14,39.32,128.91,Control 3
9.13,75.78,39.32,135.37,Control 3
10.35,72.44,39.33,125,Control 3
14.49,71.48,39.33,120.88,Control 3
17.01,67.51,39.36,113.28,Control 3
18.69,64.07,39.38,125.65,Control 3
18.32,62.47,39.39,126.3,Control 3
19.7,59.9,39.38,117.19,Control 3
18.94,58.23,39.39,121.1,Control 3
16.83,57.5,39.39,121.09,Control 3
14.02,56.88,39.35,130.47,Control 3
12.7,57.69,39.34,124.57,Control 3
11.72,60.93,39.35,125,Control 3
11.42,63.93,39.36,121.09,Control 3
10.97,66.11,39.35,118.65,Control 3
10.2,63.91,39.34,132.06,Control 3
9.73,64.11,39.34,125.45,Control 3
9.66,67.6,39.35,125,Control 3
9.29,70.12,39.35,126.46,Control 3
8.89,71.3,39.34,121.75,Control 3
8.4,72.11,39.35,121.53,Control 3
8.09,72.45,39.32,135.99,Control 3
7.88,72.53,39.34,129.3,Control 3
7.73,72.76,39.34,132.28,Control 3
7.87,73.98,39.33,124.02,Control 3
8.66,73.72,39.33,141.28,Control 3
10.18,71.57,39.35,128.74,Control 3
13.34,66.46,39.37,139.65,Control 3
15.62,63.23,39.4,127.7,Control 3
17.57,61.32,39.4,142.58,Control 3
18.09,58.48,39.4,123.29,Control 3
18.78,57.44,39.41,121.87,Control 3
17.31,56.32,39.41,134.28,Control 3
16.77,57.36,39.4,124.02,Control 3
15.19,56.46,39.37,113.28,Control 3
12.91,58.65,39.36,118.49,Control 3
12.26,59.99,39.36,121.48,Control 3
11.83,62.02,39.34,130.58,Control 3
11.42,64.29,39.33,126.24,Control 3
11.03,65.52,39.33,129.2,Control 3
10.68,67.52,39.33,123.8,Control 3
10.35,67.5,39.31,120.89,Control 3
10,69.34,39.31,143.01,Control 3
9.59,70.1,39.3,128.04,Control 3
9.2,71.35,39.29,128.39,Control 3
8.73,71.77,39.29,137.95,Control 3
8.34,73.34,39.26,137.31,Control 3
8.19,74.84,39.26,136.72,Control 3
8.12,75.53,39.28,125.78,Control 3
8.81,76.44,39.27,130.79,Control 3
10.57,74.63,39.26,135.28,Control 3
12.7,74.46,39.28,127.78,Control 3
17,71.03,39.34,136.58,Control 3
19.87,65.73,39.32,132.68,Control 3
20.66,60.31,39.32,134.37,Control 3
20.68,58.94,39.33,128.04,Control 3
20.08,56.75,39.31,129.6,Control 3
18.75,58.01,39.3,131.97,Control 3
17.51,60.38,39.31,126.84,Control 3
14.63,64.96,39.27,131.98,Control 3
12.39,67.57,39.25,137.3,Control 3
11.56,69.87,39.25,131.29,Control 3
11.37,71.75,39.25,132.21,Control 3
11.2,73.34,39.24,133.45,Control 3
10.75,74.66,39.23,127.02,Control 3
10.33,75.92,39.24,133.51,Control 3
10.1,77.25,39.24,132.32,Control 3
9.89,78.24,39.21,132.94,Control 3
9.56,78.86,39.21,135.16,Control 3
9.35,79.4,39.22,129.43,Control 3
9.16,79.77,39.23,129.3,Control 3
8.97,80,39.25,126.26,Control 3
8.91,81.35,39.23,124.87,Control 3
10.3,85.03,39.21,128.26,Control 3
13.74,86.02,39.24,122.43,Control 3
16.18,83.58,39.26,120.77,Control 3
17.71,82.44,39.26,130.86,Control 3
19.38,82.01,39.31,120.38,Control 3
20.7,80.97,39.3,122.27,Control 3
21.46,83.91,39.31,125.78,Control 3
21.26,84.26,39.31,128.47,Control 3
20.26,83.9,39.32,118.49,Control 3
18.66,84.16,39.28,125.56,Control 3
16.72,83.56,39.28,130.16,Control 3
15.34,83.68,39.27,130.94,Control 3
14.21,82.88,39.25,129.52,Control 3
13.82,84.64,39.25,133.01,Control 3
14.92,85.46,39.25,134.18,Control 3
15.27,86.52,39.27,128.58,Control 3
15.46,87.44,39.26,131.91,Control 3
15.45,87.77,39.27,129.04,Control 3
15.37,88.4,39.26,125.71,Control 3
15.25,88.75,39.26,140.92,Control 3
15.14,89.11,39.26,138.96,Control 3
14.94,89.46,39.26,129.06,Control 3
14.76,89.76,39.26,125,Control 3
14.76,90.67,39.27,123.26,Control 3
15.35,91.13,39.25,123.26,Control 3
16.17,89.86,39.27,127.09,Control 3
17.33,89.08,39.28,140.45,Control 3
18.59,87.07,39.3,128.26,Control 3
17.86,85.29,39.27,136.14,Control 3
19.14,83.27,39.27,125.33,Control 3
18.17,80.03,39.29,136.49,Control 3
18.14,79.84,39.29,123.7,Control 3
18.1,80.47,39.27,128.2,Control 3
17.32,81.59,39.28,124.44,Control 3
16.5,83.12,39.26,131.7,Control 3
16.07,85.22,39.29,135.42,Control 3
15.95,86.01,39.26,130.86,Control 3
15.21,86.03,39.26,129.92,Control 3
14.95,87.03,39.26,137.34,Control 3
13.9,86.68,39.24,130.92,Control 3
14.18,88.68,39.28,126.61,Control 3
15.1,89.43,39.25,129.64,Control 3
14.97,89.58,39.27,133.54,Control 3
14.87,90.38,39.27,134.01,Control 3
15.1,89.41,39.25,129.98,Control 3
15.2,89.07,39.25,133.36,Control 3
15.25,88.99,39.27,124.61,Control 3
15.22,89.14,39.26,121.79,Control 3
15.56,88.63,39.26,129.88,Control 3
16.06,86.19,39.27,126.5,Control 3
16.03,84.67,39.28,123.54,Control 3
17.85,84.25,39.27,118.86,Control 3
19.76,79.15,39.29,126.17,Control 3
22.78,72.04,39.32,146.03,Control 3
23.69,65.87,39.32,125.98,Control 3
23.6,63.56,39.34,126.3,Control 3
21.2,64.78,39.31,118.65,Control 3
18.38,68.32,39.31,122.4,Control 3
15.75,72.38,39.29,121.09,Control 3
14.66,74.75,39.28,130.47,Control 3
13.56,75.61,39.27,132.04,Control 3
12.61,77.14,39.25,123.19,Control 3
11.56,78.55,39.26,129.08,Control 3
10.56,78.92,39.26,127.85,Control 3
9.7,79.31,39.23,136.13,Control 3
9.25,79.93,39.23,129.08,Control 3
8.86,80.21,39.24,128.27,Control 3
8.43,81.06,39.22,136.38,Control 3
8.06,82.27,39.23,130.76,Control 3
7.66,83.63,39.21,122.51,Control 3
7.18,83.96,39.22,129.39,Control 3
6.91,85.04,39.21,125.29,Control 3
8.22,87.53,39.21,131.48,Control 3
10.25,88.8,39.26,126.23,Control 3
13.58,85.81,39.25,129.3,Control 3
18.09,86.17,39.3,130.47,Control 3
19.81,82.9,39.31,126.17,Control 3
21.45,81.57,39.32,124.51,Control 3
21.96,80.84,39.3,125,Control 3
20.39,81.92,39.32,125,Control 3
18.77,82.65,39.29,128.12,Control 3
16.09,81.67,39.28,127.08,Control 3
12.56,81.29,39.25,128.26,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
,,,,Control 3
12.46,84.17,39.24,131.08,Control 3
12.45,82.1,39.24,141.14,Control 3
11.99,78.61,39.26,140.68,Control 3
11.8,79.54,39.25,128.55,Control 3
11.19,79.14,39.27,153.13,Control 3
10.37,84.61,39.34,167.72,Control 3
9.73,93.29,39.37,166.74,Control 3
9.38,99.38,39.29,150.13,Control 3
9.41,99.87,39.27,141.34,Control 3
9.57,99.89,39.24,128.75,Control 3
9.7,99.89,39.25,130.35,Control 3
10.1,99.86,39.25,132.03,Control 3
10.55,99.9,39.26,127.66,Control 3
10.8,99.9,39.24,137.31,Control 3
11.1,99.9,39.27,140.47,Control 3
11.14,99.9,39.27,131.7,Control 3
11.46,99.9,39.27,124.4,Control 3
11.18,99.9,39.27,133.54,Control 3
11.19,99.9,39.25,131.84,Control 3
11.31,99.9,39.26,126.22,Control 3
10.7,99.75,39.26,121.48,Control 3
9.95,99.46,39.25,129.51,Control 3
9.43,99.31,39.26,131.6,Control 3
8.75,99.83,39.26,128.08,Control 3
8.47,99.81,39.26,138.74,Control 3
8.5,99.69,39.25,134.93,Control 3
8.18,99.67,39.23,136.25,Control 3
7.63,99.66,39.22,129.74,Control 3
7.05,99.42,39.23,134.1,Control 3
6.34,98.18,39.23,131.23,Control 3
5.64,97.72,39.22,130.51,Control 3
5.37,98.24,39.21,130.45,Control 3
6.15,99.75,39.22,148.97,Control 3
7.56,99.68,39.21,128.53,Control 3
11.41,99.41,39.24,137.26,Control 3
15.3,97.34,39.25,127.89,Control 3
17.2,98.78,39.3,167.97,Control 3
